asset,facility,state
171870,Scripps Memorial Hospital Encinitas Campus,In Service
159435,Scripps Mercy Hospital San Diego Campus,In Service
156391,Scripps Memorial Hospital Encinitas Campus,In Service
159911,Scripps Green Hospital Campus,In Service
161980,Scripps Memorial Hospital La Jolla Campus,In Service
162704,Scripps Clinics and Coastal Medical Centers,In Service
158528,Scripps Memorial Hospital Encinitas Campus,In Service
162371,Scripps Mercy Hospital Chula Vista Campus,In Service
161522,Scripps Memorial Hospital La Jolla Campus,In Service
161615,Scripps Memorial Hospital La Jolla Campus,In Service
158673,Scripps Memorial Hospital Encinitas Campus,In Service
158827,Scripps Memorial Hospital Encinitas Campus,In Service
159931,Scripps Green Hospital Campus,In Service
160035,Scripps Green Hospital Campus,In Service
172030,Scripps Mercy Hospital San Diego Campus,In Service
162110,Scripps Mercy Hospital Chula Vista Campus,In Service
160508,Scripps Mercy Hospital San Diego Campus,In Service
161249,Scripps Memorial Hospital La Jolla Campus,In Service
160577,Scripps Mercy Hospital San Diego Campus,In Service
161350,Scripps Memorial Hospital La Jolla Campus,In Service
158550,Scripps Memorial Hospital Encinitas Campus,In Service
160868,Scripps Mercy Hospital San Diego Campus,In Service
157658,Scripps Green Hospital Campus,In Service
171996,Scripps Mercy Hospital Chula Vista Campus,In Service
159552,Scripps Memorial Hospital La Jolla Campus,In Service
160183,Scripps Memorial Hospital La Jolla Campus,In Service
159961,Scripps Green Hospital Campus,In Service
160283,Scripps Memorial Hospital La Jolla Campus,In Service
167026,Scripps Memorial Hospital La Jolla Campus,In Service
159474,Scripps Mercy Hospital San Diego Campus,In Service
159551,Scripps Mercy Hospital San Diego Campus,In Service
162128,Scripps Mercy Hospital Chula Vista Campus,In Service
162197,Scripps Mercy Hospital Chula Vista Campus,In Service
161926,Scripps Memorial Hospital La Jolla Campus,In Service
161930,Scripps Memorial Hospital La Jolla Campus,In Service
162269,Scripps Mercy Hospital Chula Vista Campus,In Service
162333,Scripps Mercy Hospital Chula Vista Campus,In Service
161471,Scripps Memorial Hospital La Jolla Campus,In Service
158636,Scripps Memorial Hospital Encinitas Campus,In Service
160893,Scripps Mercy Hospital San Diego Campus,In Service
160104,Scripps Memorial Hospital La Jolla Campus,In Service
159872,Scripps Clinics and Coastal Medical Centers,In Service
160210,Scripps Memorial Hospital La Jolla Campus,In Service
160310,Scripps Memorial Hospital La Jolla Campus,In Service
157648,Scripps Green Hospital Campus,In Service
160406,Scripps Memorial Hospital La Jolla Campus,In Service
160649,Scripps Memorial Hospital La Jolla Campus,In Service
161402,Scripps Memorial Hospital La Jolla Campus,In Service
160689,Scripps Mercy Hospital San Diego Campus,In Service
161498,Scripps Memorial Hospital La Jolla Campus,In Service
160753,Scripps Mercy Hospital San Diego Campus,In Service
160756,Scripps Mercy Hospital San Diego Campus,In Service
161588,Scripps Memorial Hospital La Jolla Campus,In Service
161917,Scripps Mercy Hospital San Diego Campus,In Service
159780,Scripps Green Hospital Campus,In Service
160134,Scripps Memorial Hospital La Jolla Campus,In Service
160339,Scripps Memorial Hospital La Jolla Campus,In Service
160434,Scripps Memorial Hospital La Jolla Campus,In Service
166938,Scripps Mercy Hospital San Diego Campus,In Service
161330,Scripps Memorial Hospital La Jolla Campus,In Service
160637,Scripps Mercy Hospital San Diego Campus,In Service
161527,Scripps Memorial Hospital La Jolla Campus,In Service
160855,Scripps Mercy Hospital San Diego Campus,In Service
162052,Scripps Mercy Hospital San Diego Campus,In Service
159715,Scripps Clinics and Coastal Medical Centers,In Service
159810,Scripps Green Hospital Campus,In Service
160165,Scripps Memorial Hospital La Jolla Campus,In Service
159315,Scripps Mercy Hospital San Diego Campus,In Service
166988,Scripps Memorial Hospital La Jolla Campus,In Service
160366,Scripps Memorial Hospital La Jolla Campus,In Service
162259,Scripps Mercy Hospital Chula Vista Campus,In Service
161357,Scripps Memorial Hospital La Jolla Campus,In Service
162018,Scripps Memorial Hospital La Jolla Campus,In Service
161454,Scripps Memorial Hospital La Jolla Campus,In Service
160725,Scripps Mercy Hospital San Diego Campus,In Service
158552,Scripps Memorial Hospital Encinitas Campus,In Service
161552,Scripps Memorial Hospital La Jolla Campus,In Service
158696,Scripps Memorial Hospital Encinitas Campus,In Service
162203,Scripps Memorial Hospital Encinitas Campus,In Service
159889,Scripps Memorial Hospital La Jolla Campus,In Service
159854,Scripps Green Hospital Campus,In Service
160191,Scripps Memorial Hospital La Jolla Campus,Retired
160293,Scripps Memorial Hospital La Jolla Campus,In Service
160388,Scripps Memorial Hospital La Jolla Campus,In Service
160487,Scripps Memorial Hospital La Jolla Campus,In Service
159793,Scripps Green Hospital Campus,In Service
166943,Scripps Green Hospital Campus,In Service
160598,Scripps Mercy Hospital San Diego Campus,In Service
157621,Scripps Memorial Hospital Encinitas Campus,In Service
161481,Scripps Memorial Hospital La Jolla Campus,In Service
161569,Scripps Memorial Hospital La Jolla Campus,In Service
166909,Scripps Mercy Hospital Chula Vista Campus,In Service
158792,Scripps Memorial Hospital Encinitas Campus,In Service
157684,Scripps Clinics and Coastal Medical Centers,In Service
158866,Scripps Memorial Hospital Encinitas Campus,In Service
159351,Scripps Mercy Hospital San Diego Campus,In Service
160095,Scripps Green Hospital Campus,In Service
159424,Scripps Mercy Hospital San Diego Campus,In Service
156381,Scripps Memorial Hospital Encinitas Campus,In Service
162152,Scripps Mercy Hospital Chula Vista Campus,In Service
159855,Scripps Clinics and Coastal Medical Centers,In Service
160545,Scripps Mercy Hospital San Diego Campus,In Service
162220,Scripps Mercy Hospital Chula Vista Campus,In Service
161965,Scripps Memorial Hospital La Jolla Campus,In Service
162354,Scripps Mercy Hospital Chula Vista Campus,In Service
161506,Scripps Memorial Hospital La Jolla Campus,In Service
171972,Scripps Mercy Hospital Chula Vista Campus,In Service
157595,Scripps Green Hospital Campus,In Service
162064,Scripps Green Hospital Campus,In Service
166981,Scripps Clinics and Coastal Medical Centers,In Service
161985,Scripps Clinics and Coastal Medical Centers,In Service
158536,Scripps Memorial Hospital Encinitas Campus,In Service
160774,Scripps Mercy Hospital San Diego Campus,In Service
160777,Scripps Mercy Hospital San Diego Campus,In Service
158755,Scripps Memorial Hospital Encinitas Campus,In Service
159813,Scripps Green Hospital Campus,In Service
160164,Scripps Memorial Hospital La Jolla Campus,In Service
159940,Scripps Corporate and Business Services,In Service
166984,Scripps Memorial Hospital La Jolla Campus,In Service
160043,Scripps Clinics and Coastal Medical Centers,In Service
159458,Scripps Mercy Hospital San Diego Campus,In Service
159537,Scripps Mercy Hospital San Diego Campus,In Service
162114,Scripps Mercy Hospital Chula Vista Campus,In Service
162322,Scripps Mercy Hospital Chula Vista Campus,In Service
161550,Scripps Memorial Hospital La Jolla Campus,In Service
158619,Scripps Memorial Hospital Encinitas Campus,In Service
158847,Scripps Memorial Hospital Encinitas Campus,In Service
159745,Scripps Green Hospital Campus,In Service
159807,Scripps Memorial Hospital La Jolla Campus,In Service
159848,Scripps Green Hospital Campus,In Service
160187,Scripps Memorial Hospital La Jolla Campus,In Service
159967,Scripps Green Hospital Campus,In Service
159333,Scripps Mercy Hospital San Diego Campus,In Service
167050,Scripps Memorial Hospital La Jolla Campus,In Service
159410,Scripps Mercy Hospital San Diego Campus,In Service
167029,Scripps Memorial Hospital Encinitas Campus,In Service
159737,Scripps Green Hospital Campus,In Service
161382,Scripps Memorial Hospital La Jolla Campus,In Service
162055,Scripps Memorial Hospital Encinitas Campus,In Service
166912,Scripps Mercy Hospital Chula Vista Campus,In Service
157686,Scripps Green Hospital Campus,In Service
162719,Scripps Memorial Hospital Encinitas Campus,In Service
159769,Scripps Green Hospital Campus,In Service
160112,Scripps Memorial Hospital La Jolla Campus,In Service
160218,Scripps Memorial Hospital La Jolla Campus,In Service
159990,Scripps Green Hospital Campus,In Service
160318,Scripps Memorial Hospital La Jolla Campus,In Service
160097,Scripps Green Hospital Campus,In Service
172007,Scripps Mercy Hospital San Diego Campus,In Service
160414,Scripps Memorial Hospital La Jolla Campus,In Service
159494,Scripps Mercy Hospital San Diego Campus,In Service
160805,Scripps Memorial Hospital La Jolla Campus,In Service
156377,Scripps Memorial Hospital Encinitas Campus,In Service
160617,Scripps Mercy Hospital San Diego Campus,In Service
162290,Scripps Mercy Hospital Chula Vista Campus,In Service
158515,Scripps Memorial Hospital Encinitas Campus,In Service
161595,Scripps Memorial Hospital La Jolla Campus,In Service
158659,Scripps Memorial Hospital Encinitas Campus,In Service
158813,Scripps Memorial Hospital Encinitas Campus,In Service
172003,Scripps Memorial Hospital La Jolla Campus,In Service
160139,Scripps Memorial Hospital La Jolla Campus,In Service
160015,Scripps Green Hospital Campus,In Service
159374,Scripps Mercy Hospital San Diego Campus,In Service
159942,Scripps Green Hospital Campus,In Service
162238,Scripps Mercy Hospital Chula Vista Campus,In Service
156637,Scripps Memorial Hospital Encinitas Campus,In Service
161433,Scripps Memorial Hospital La Jolla Campus,In Service
162709,Scripps Clinics and Coastal Medical Centers,In Service
158532,Scripps Memorial Hospital Encinitas Campus,In Service
162375,Scripps Mercy Hospital Chula Vista Campus,In Service
161619,Scripps Memorial Hospital La Jolla Campus,In Service
158680,Scripps Memorial Hospital Encinitas Campus,In Service
166958,Scripps Mercy Hospital Chula Vista Campus,In Service
158831,Scripps Memorial Hospital Encinitas Campus,In Service
171974,Scripps Mercy Hospital Chula Vista Campus,In Service
160512,Scripps Mercy Hospital San Diego Campus,In Service
172009,Scripps Memorial Hospital La Jolla Campus,In Service
160581,Scripps Mercy Hospital San Diego Campus,In Service
161548,Scripps Memorial Hospital La Jolla Campus,In Service
160797,Scripps Mercy Hospital San Diego Campus,In Service
160876,Scripps Mercy Hospital San Diego Campus,In Service
159970,Scripps Green Hospital Campus,In Service
167034,Scripps Memorial Hospital La Jolla Campus,In Service
162132,Scripps Mercy Hospital Chula Vista Campus,In Service
162202,Scripps Mercy Hospital Chula Vista Campus,In Service
162337,Scripps Mercy Hospital Chula Vista Campus,In Service
171975,Scripps Mercy Hospital Chula Vista Campus,In Service
169284,Scripps Memorial Hospital Encinitas Campus,In Service
173045,Scripps Memorial Hospital Encinitas Campus,In Service
159879,Scripps Green Hospital Campus,In Service
183570,Scripps Memorial Hospital La Jolla Campus,In Service
160214,Scripps Memorial Hospital La Jolla Campus,In Service
160410,Scripps Memorial Hospital La Jolla Campus,In Service
167587,Scripps Memorial Hospital La Jolla Campus,In Service
161406,Scripps Memorial Hospital La Jolla Campus,In Service
160693,Scripps Mercy Hospital San Diego Campus,In Service
161502,Scripps Memorial Hospital La Jolla Campus,In Service
160760,Scripps Mercy Hospital San Diego Campus,In Service
158587,Scripps Memorial Hospital Encinitas Campus,In Service
159790,Scripps Green Hospital Campus,In Service
160138,Scripps Memorial Hospital La Jolla Campus,In Service
160343,Scripps Memorial Hospital La Jolla Campus,In Service
159441,Scripps Mercy Hospital San Diego Campus,In Service
160438,Scripps Memorial Hospital La Jolla Campus,In Service
159519,Scripps Mercy Hospital San Diego Campus,In Service
172001,Scripps Memorial Hospital La Jolla Campus,In Service
156397,Scripps Memorial Hospital Encinitas Campus,In Service
161334,Scripps Memorial Hospital La Jolla Campus,In Service
160711,Scripps Mercy Hospital San Diego Campus,In Service
160714,Scripps Mercy Hospital San Diego Campus,In Service
161529,Scripps Memorial Hospital La Jolla Campus,In Service
158676,Scripps Memorial Hospital Encinitas Campus,In Service
172018,Scripps Mercy Hospital San Diego Campus,In Service
159842,Scripps Memorial Hospital Encinitas Campus,In Service
159362,Scripps Memorial Hospital La Jolla Campus,In Service
160267,Scripps Memorial Hospital La Jolla Campus,In Service
160368,Scripps Memorial Hospital La Jolla Campus,In Service
160465,Scripps Memorial Hospital La Jolla Campus,In Service
162185,Scripps Mercy Hospital Chula Vista Campus,In Service
167033,Scripps Mercy Hospital San Diego Campus,In Service
161455,Scripps Memorial Hospital La Jolla Campus,In Service
162390,Scripps Mercy Hospital Chula Vista Campus,In Service
158774,Scripps Memorial Hospital Encinitas Campus,In Service
157661,Scripps Green Hospital Campus,In Service
157664,Scripps Green Hospital Campus,In Service
160073,Scripps Green Hospital Campus,In Service
157597,Scripps Green Hospital Campus,In Service
159477,Scripps Mercy Hospital San Diego Campus,In Service
160490,Scripps Memorial Hospital La Jolla Campus,In Service
159557,Scripps Mercy Hospital San Diego Campus,In Service
160527,Scripps Mercy Hospital San Diego Campus,In Service
162275,Scripps Mercy Hospital Chula Vista Campus,In Service
160741,Scripps Mercy Hospital San Diego Campus,In Service
161573,Scripps Memorial Hospital La Jolla Campus,In Service
171984,Scripps Mercy Hospital Chula Vista Campus,In Service
172022,Scripps Memorial Hospital La Jolla Campus,In Service
161305,Scripps Memorial Hospital La Jolla Campus,In Service
160831,Scripps Mercy Hospital San Diego Campus,In Service
158735,Scripps Memorial Hospital Encinitas Campus,In Service
166937,Scripps Mercy Hospital Chula Vista Campus,In Service
161934,Scripps Mercy Hospital San Diego Campus,In Service
172010,Scripps Memorial Hospital La Jolla Campus,In Service
172029,Scripps Mercy Hospital Chula Vista Campus,In Service
159913,Scripps Green Hospital Campus,In Service
159917,Scripps Green Hospital Campus,In Service
173601,Scripps Memorial Hospital La Jolla Campus,In Service
160622,Scripps Mercy Hospital San Diego Campus,In Service
162361,Scripps Mercy Hospital Chula Vista Campus,In Service
161512,Scripps Memorial Hospital La Jolla Campus,In Service
160839,Scripps Mercy Hospital San Diego Campus,In Service
159794,Scripps Green Hospital Campus,In Service
160145,Scripps Mercy Hospital Chula Vista Campus,In Service
171982,Scripps Memorial Hospital La Jolla Campus,In Service
159379,Scripps Mercy Hospital San Diego Campus,In Service
